student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,score_category,screen_time_total,study_intensity,sleep_group
S1373,24,Male,3.3,1.4,0.4,No,75.2,6.5,Poor,0,Bachelor,Good,7,Yes,72.9,Average,1.7999999999999998,Moderate (2-4h),6-7h
S1374,17,Male,2.8,2.0,4.1,Yes,82.3,6.3,Fair,4,High School,Good,6,No,57.3,Low,6.1,Moderate (2-4h),6-7h
S1375,20,Male,1.1,2.1,3.6,Yes,97.3,8.0,Fair,6,Bachelor,Average,1,Yes,50.3,Low,5.7,Low (<2h),7-8h
S1376,20,Female,4.3,3.7,2.5,No,76.9,5.0,Poor,3,Unknown,Good,4,No,65.7,Average,6.2,High (4-6h),<5h
S1377,17,Female,2.7,3.6,0.9,No,86.9,7.2,Good,2,High School,Poor,6,Yes,67.9,Average,4.5,Moderate (2-4h),7-8h
S1378,18,Male,1.7,1.0,1.7,No,78.4,7.8,Good,6,Bachelor,Good,6,No,63.6,Average,2.7,Low (<2h),7-8h
S1379,17,Male,0.0,2.6,1.6,No,82.4,7.4,Good,5,High School,Average,3,No,32.9,Very Low,4.2,Low (<2h),7-8h
S1380,24,Male,3.5,1.6,2.2,No,69.9,9.3,Good,0,Bachelor,Average,6,No,67.7,Average,3.8000000000000003,Moderate (2-4h),>8h
S1381,22,Female,6.2,1.0,3.4,No,82.8,5.9,Poor,4,Bachelor,Good,10,No,100.0,Excellent,4.4,Intense (>6h),5-6h
S1382,20,Male,6.0,2.2,2.8,Yes,83.1,7.6,Good,0,Bachelor,Average,6,No,96.8,Excellent,5.0,High (4-6h),7-8h
S1383,21,Male,2.8,2.1,0.6,No,90.4,6.4,Good,2,High School,Poor,9,Yes,71.0,Average,2.7,Moderate (2-4h),6-7h
S1384,21,Female,2.6,5.4,3.3,No,87.2,8.0,Good,1,High School,Poor,9,No,59.8,Low,8.7,Moderate (2-4h),7-8h
S1385,24,Male,4.2,3.0,2.1,No,73.0,6.5,Poor,4,Bachelor,Poor,2,No,64.2,Average,5.1,High (4-6h),6-7h
S1386,19,Female,2.0,0.8,2.6,No,95.8,6.0,Good,0,High School,Poor,4,No,45.2,Low,3.4000000000000004,Low (<2h),5-6h
S1387,23,Male,4.0,1.8,3.4,No,87.1,8.1,Good,1,Bachelor,Poor,9,Yes,82.9,High,5.2,Moderate (2-4h),>8h
S1388,17,Male,4.6,3.7,0.6,No,87.0,5.9,Good,3,High School,Average,4,Yes,73.2,Average,4.3,High (4-6h),5-6h
S1389,17,Male,5.3,5.0,1.8,No,84.9,4.8,Poor,2,High School,Average,8,No,79.6,High,6.8,High (4-6h),<5h
S1390,19,Female,3.3,0.6,1.2,Yes,79.8,5.9,Good,2,High School,Good,10,No,73.0,Average,1.7999999999999998,Moderate (2-4h),5-6h
S1391,19,Female,3.2,0.2,0.1,Yes,87.2,7.2,Good,4,Unknown,Average,3,No,72.6,Average,0.30000000000000004,Moderate (2-4h),7-8h
S1392,24,Female,2.2,4.7,2.2,No,89.8,8.2,Good,0,High School,Poor,3,No,45.2,Low,6.9,Moderate (2-4h),>8h
S1393,24,Male,2.3,3.0,4.6,No,67.5,6.6,Fair,3,Bachelor,Average,9,No,51.8,Low,7.6,Moderate (2-4h),6-7h
S1394,19,Female,3.2,1.5,0.0,No,79.6,8.1,Good,5,Bachelor,Good,10,No,92.0,Excellent,1.5,Moderate (2-4h),>8h
S1395,20,Male,4.1,3.1,1.8,No,82.5,4.9,Fair,4,High School,Good,8,No,77.8,High,4.9,High (4-6h),<5h
S1396,24,Male,4.9,0.0,2.5,Yes,87.6,6.0,Fair,5,Master,Average,1,No,97.2,Excellent,2.5,High (4-6h),5-6h
S1397,22,Female,2.3,2.5,1.9,Yes,96.9,6.2,Fair,4,Bachelor,Good,10,Yes,71.9,Average,4.4,Moderate (2-4h),6-7h
S1398,24,Male,5.7,2.9,1.7,No,77.3,6.4,Good,0,Master,Good,2,Yes,69.1,Average,4.6,High (4-6h),6-7h
S1399,17,Male,3.1,3.6,0.4,No,80.0,6.6,Poor,3,Bachelor,Good,3,Yes,59.6,Low,4.0,Moderate (2-4h),6-7h
S1400,24,Male,3.5,1.3,2.1,No,79.9,7.3,Fair,0,Bachelor,Good,2,No,60.4,Average,3.4000000000000004,Moderate (2-4h),7-8h
S1401,20,Male,2.4,2.6,1.0,No,77.0,6.0,Good,2,Unknown,Good,3,Yes,48.3,Low,3.6,Moderate (2-4h),5-6h
S1402,19,Male,0.0,1.4,0.0,No,81.5,6.7,Good,5,High School,Good,8,Yes,50.1,Low,1.4,Low (<2h),6-7h
S1403,17,Female,4.8,2.8,3.1,No,92.7,6.4,Fair,1,Unknown,Good,6,No,74.9,Average,5.9,High (4-6h),6-7h
S1404,24,Male,4.6,1.4,2.9,Yes,74.5,5.4,Good,6,Bachelor,Average,7,Yes,85.6,High,4.3,High (4-6h),5-6h
S1405,20,Female,3.1,2.0,1.9,No,89.3,6.4,Good,2,High School,Good,10,Yes,65.4,Average,3.9,Moderate (2-4h),6-7h
S1406,22,Female,3.6,1.3,2.1,No,68.0,6.3,Poor,2,Bachelor,Good,10,Yes,82.4,High,3.4000000000000004,Moderate (2-4h),6-7h
S1407,24,Male,4.3,3.3,3.0,No,79.4,6.3,Fair,5,High School,Poor,6,Yes,67.3,Average,6.3,High (4-6h),6-7h
S1408,20,Male,1.2,3.5,2.0,No,81.7,6.5,Poor,4,Bachelor,Good,1,No,34.3,Very Low,5.5,Low (<2h),6-7h
S1409,22,Male,2.7,2.2,2.8,No,100.0,6.6,Fair,2,High School,Average,3,No,53.0,Low,5.0,Moderate (2-4h),6-7h
S1410,19,Female,4.7,2.5,1.5,No,82.3,6.0,Fair,6,High School,Average,1,No,78.0,High,4.0,High (4-6h),5-6h
S1411,24,Male,1.6,0.8,3.2,Yes,63.0,8.0,Good,3,High School,Good,10,No,58.2,Low,4.0,Low (<2h),7-8h
S1412,22,Female,3.9,2.1,2.2,No,65.0,5.1,Good,2,High School,Average,9,No,73.7,Average,4.300000000000001,Moderate (2-4h),5-6h
S1413,17,Male,1.5,2.4,2.0,Yes,85.3,5.6,Poor,3,High School,Average,9,No,60.3,Average,4.4,Low (<2h),5-6h
S1414,19,Female,4.2,5.6,0.4,No,91.1,9.8,Poor,0,Bachelor,Poor,5,Yes,78.7,High,6.0,High (4-6h),>8h
S1415,17,Male,3.4,1.2,2.1,Yes,88.8,5.3,Fair,4,Unknown,Average,4,Yes,68.3,Average,3.3,Moderate (2-4h),5-6h
S1416,21,Male,1.1,4.3,0.9,No,86.7,4.9,Fair,3,High School,Average,9,No,49.9,Low,5.2,Low (<2h),<5h
S1417,18,Female,5.2,3.7,1.1,No,96.6,7.4,Fair,2,Bachelor,Average,9,Yes,100.0,Excellent,4.800000000000001,High (4-6h),7-8h
S1418,24,Female,2.4,2.8,0.9,No,79.6,4.0,Good,4,Unknown,Average,3,Yes,54.7,Low,3.6999999999999997,Moderate (2-4h),<5h
S1419,22,Male,2.3,4.6,0.6,No,93.9,6.2,Good,6,Master,Good,5,No,58.7,Low,5.199999999999999,Moderate (2-4h),6-7h
S1420,18,Female,3.8,2.9,4.1,Yes,68.7,9.1,Fair,4,Master,Good,3,No,70.8,Average,7.0,Moderate (2-4h),>8h
S1421,18,Female,5.2,3.0,3.3,No,76.0,4.6,Good,3,Unknown,Poor,10,Yes,87.1,High,6.3,High (4-6h),<5h
S1422,22,Female,2.0,2.4,3.9,No,66.9,4.1,Fair,3,High School,Good,2,Yes,29.5,Very Low,6.3,Low (<2h),<5h
S1423,19,Female,3.6,4.0,0.5,No,82.3,4.7,Good,1,High School,Poor,1,No,53.2,Low,4.5,Moderate (2-4h),<5h
S1424,24,Male,4.1,3.8,1.9,Yes,84.5,7.6,Fair,1,Bachelor,Poor,10,No,73.0,Average,5.699999999999999,High (4-6h),7-8h
S1425,21,Male,4.5,1.7,0.4,No,86.1,7.8,Poor,4,Bachelor,Poor,2,Yes,71.1,Average,2.1,High (4-6h),7-8h
S1426,17,Male,3.8,0.9,1.0,No,85.6,5.9,Good,5,Bachelor,Good,8,No,80.9,High,1.9,Moderate (2-4h),5-6h
S1427,20,Female,2.9,2.3,0.8,Yes,75.7,7.3,Fair,5,Bachelor,Good,8,No,75.1,High,3.0999999999999996,Moderate (2-4h),7-8h
S1428,17,Female,2.3,1.5,3.2,No,83.1,8.2,Good,1,High School,Average,3,No,52.4,Low,4.7,Moderate (2-4h),>8h
S1429,20,Male,3.6,2.4,1.4,No,70.0,8.6,Fair,2,Bachelor,Average,7,No,67.6,Average,3.8,Moderate (2-4h),>8h
S1430,17,Male,1.9,4.0,3.0,No,98.6,6.2,Poor,0,Bachelor,Average,7,Yes,35.7,Very Low,7.0,Low (<2h),6-7h
S1431,22,Female,0.0,2.0,2.5,No,82.0,3.7,Poor,4,Bachelor,Average,2,No,29.9,Very Low,4.5,Low (<2h),<5h
S1432,21,Other,4.2,2.4,4.3,No,80.1,5.5,Fair,0,Master,Good,9,No,70.7,Average,6.699999999999999,High (4-6h),5-6h
S1433,24,Female,4.9,2.6,0.2,No,100.0,6.0,Good,1,Bachelor,Average,3,Yes,89.3,High,2.8000000000000003,High (4-6h),5-6h
S1434,20,Male,0.0,3.5,3.2,No,72.6,6.2,Fair,3,High School,Good,2,No,26.2,Very Low,6.7,Low (<2h),6-7h
S1435,24,Male,2.0,0.0,3.1,No,73.7,6.3,Good,6,High School,Average,3,Yes,58.3,Low,3.1,Low (<2h),6-7h
S1436,24,Male,4.4,1.8,0.7,No,74.0,7.8,Good,4,High School,Good,2,Yes,78.4,High,2.5,High (4-6h),7-8h
S1437,24,Female,6.6,2.8,2.9,No,84.3,8.0,Good,1,Unknown,Good,8,No,100.0,Excellent,5.699999999999999,Intense (>6h),7-8h
S1438,23,Male,3.5,3.9,2.2,No,89.3,6.3,Fair,2,Master,Average,5,Yes,66.8,Average,6.1,Moderate (2-4h),6-7h
S1439,19,Female,2.4,1.9,1.5,No,92.4,7.8,Good,6,High School,Good,3,No,63.8,Average,3.4,Moderate (2-4h),7-8h
S1440,17,Male,3.2,0.2,0.9,No,100.0,6.9,Fair,4,Bachelor,Good,5,No,76.1,High,1.1,Moderate (2-4h),6-7h
S1441,24,Female,5.6,3.2,1.0,No,62.5,6.6,Fair,4,Bachelor,Average,8,No,82.7,High,4.2,High (4-6h),6-7h
S1442,17,Female,2.5,1.7,4.1,No,91.1,7.6,Poor,5,Unknown,Average,7,No,65.0,Average,5.8,Moderate (2-4h),7-8h
S1443,24,Female,2.3,1.1,1.8,Yes,79.4,6.6,Fair,3,Master,Good,6,No,66.8,Average,2.9000000000000004,Moderate (2-4h),6-7h
S1444,20,Male,2.8,1.8,2.7,No,79.1,9.0,Poor,4,Master,Average,1,Yes,64.9,Average,4.5,Moderate (2-4h),>8h
S1445,19,Male,2.1,2.3,0.9,No,78.8,4.8,Good,3,Bachelor,Poor,10,No,63.1,Average,3.1999999999999997,Moderate (2-4h),<5h
S1446,19,Male,3.7,1.8,0.9,Yes,75.9,5.9,Fair,1,High School,Average,1,No,56.3,Low,2.7,Moderate (2-4h),5-6h
S1447,22,Female,5.9,0.0,3.0,No,100.0,6.3,Fair,2,High School,Good,1,Yes,93.6,Excellent,3.0,High (4-6h),6-7h
S1448,23,Female,4.0,3.6,0.3,No,93.4,7.0,Good,6,High School,Good,10,Yes,91.9,Excellent,3.9,Moderate (2-4h),6-7h
S1449,22,Female,3.1,4.0,1.3,No,85.2,8.0,Fair,6,High School,Good,8,Yes,74.0,Average,5.3,Moderate (2-4h),7-8h
S1450,22,Female,3.1,3.3,1.8,No,98.5,6.5,Fair,2,Bachelor,Average,8,No,62.7,Average,5.1,Moderate (2-4h),6-7h
S1451,22,Female,1.2,1.1,1.9,No,69.9,4.8,Poor,4,Master,Poor,7,No,58.6,Low,3.0,Low (<2h),<5h
S1452,22,Male,4.8,2.3,1.6,Yes,71.7,7.5,Good,4,Bachelor,Good,6,No,89.3,High,3.9,High (4-6h),7-8h
S1453,22,Female,3.4,2.5,2.2,No,63.2,7.4,Poor,1,Master,Good,4,No,63.4,Average,4.7,Moderate (2-4h),7-8h
S1454,21,Male,3.2,3.2,2.6,Yes,78.0,4.2,Fair,5,Bachelor,Poor,1,No,46.7,Low,5.800000000000001,Moderate (2-4h),<5h
S1455,19,Male,8.3,3.3,2.6,Yes,86.6,6.5,Fair,5,High School,Average,9,No,100.0,Excellent,5.9,Intense (>6h),6-7h
S1456,22,Female,3.9,1.6,0.7,Yes,86.0,4.6,Good,5,Master,Poor,1,No,68.7,Average,2.3,Moderate (2-4h),<5h
S1457,24,Male,2.4,2.6,1.5,No,86.5,5.7,Good,3,High School,Good,4,No,58.9,Low,4.1,Moderate (2-4h),5-6h
S1458,19,Male,2.9,3.0,3.1,No,70.9,5.4,Good,5,Master,Good,3,No,59.0,Low,6.1,Moderate (2-4h),5-6h
S1459,19,Female,5.2,4.2,2.8,Yes,93.0,7.5,Poor,2,High School,Good,7,No,77.9,High,7.0,High (4-6h),7-8h
S1460,18,Male,3.7,3.3,0.3,Yes,87.4,6.6,Fair,6,High School,Good,5,No,72.3,Average,3.5999999999999996,Moderate (2-4h),6-7h
S1461,21,Female,1.3,3.4,2.2,No,92.3,5.0,Fair,6,Master,Poor,5,No,49.7,Low,5.6,Low (<2h),<5h
S1462,22,Male,4.9,2.6,0.0,Yes,66.1,7.6,Poor,3,Bachelor,Good,4,No,80.9,High,2.6,High (4-6h),7-8h
S1463,17,Male,2.5,4.2,1.9,Yes,88.1,4.8,Fair,1,Master,Good,1,No,44.5,Low,6.1,Moderate (2-4h),<5h
S1464,20,Male,6.3,3.0,3.9,Yes,73.1,6.9,Fair,2,Master,Average,5,No,85.3,High,6.9,Intense (>6h),6-7h
S1465,23,Male,5.1,1.5,0.8,No,81.0,5.5,Fair,6,Unknown,Good,4,No,83.2,High,2.3,High (4-6h),5-6h
S1466,24,Female,2.8,4.2,0.9,No,90.3,6.1,Good,2,Bachelor,Average,10,No,59.7,Low,5.1000000000000005,Moderate (2-4h),6-7h
S1467,17,Male,5.4,3.3,2.6,No,85.9,7.1,Fair,6,High School,Good,8,No,98.1,Excellent,5.9,High (4-6h),7-8h
S1468,21,Female,3.6,2.0,0.1,No,76.5,7.1,Good,0,Bachelor,Good,2,Yes,66.8,Average,2.1,Moderate (2-4h),7-8h
S1469,20,Male,4.8,1.9,1.1,No,85.1,8.1,Fair,1,Bachelor,Good,8,Yes,96.1,Excellent,3.0,High (4-6h),>8h
S1470,21,Female,4.2,2.9,2.5,No,69.7,6.4,Fair,1,High School,Good,1,No,60.4,Average,5.4,High (4-6h),6-7h
S1471,24,Female,2.2,3.1,1.1,No,96.5,6.9,Fair,0,Bachelor,Poor,4,No,33.8,Very Low,4.2,Moderate (2-4h),6-7h
S1472,19,Female,2.5,2.7,1.5,No,82.9,6.0,Poor,3,Bachelor,Average,3,No,56.1,Low,4.2,Moderate (2-4h),5-6h
S1473,20,Male,5.0,2.9,2.6,No,96.2,6.7,Poor,6,High School,Average,5,No,80.6,High,5.5,High (4-6h),6-7h
S1474,19,Male,3.0,4.5,2.3,Yes,79.7,7.0,Fair,6,Bachelor,Good,5,No,52.6,Low,6.8,Moderate (2-4h),6-7h
S1475,24,Male,2.9,3.8,2.1,No,79.8,6.4,Good,6,Bachelor,Good,5,Yes,52.1,Low,5.9,Moderate (2-4h),6-7h
S1476,17,Female,2.1,2.7,1.4,No,77.4,4.3,Good,5,Master,Good,4,Yes,39.9,Very Low,4.1,Moderate (2-4h),<5h
S1477,24,Male,4.1,3.6,2.2,No,93.8,6.9,Poor,5,High School,Poor,8,No,84.0,High,5.800000000000001,High (4-6h),6-7h
S1478,17,Female,6.6,1.3,1.7,No,77.9,6.9,Good,5,High School,Good,3,Yes,97.7,Excellent,3.0,Intense (>6h),6-7h
S1479,20,Female,1.9,3.0,2.3,No,91.4,5.7,Good,5,Bachelor,Good,4,No,43.3,Low,5.3,Low (<2h),5-6h
S1480,20,Male,3.5,4.7,1.3,Yes,81.2,5.0,Good,5,Unknown,Good,1,No,55.9,Low,6.0,Moderate (2-4h),<5h
S1481,22,Female,5.6,2.2,1.6,No,65.2,8.3,Good,0,Master,Poor,7,No,84.6,High,3.8000000000000003,High (4-6h),>8h
S1482,21,Male,3.4,1.5,0.7,No,79.3,7.1,Fair,1,Unknown,Poor,1,No,67.0,Average,2.2,Moderate (2-4h),7-8h
S1483,22,Male,4.2,1.7,1.8,No,73.2,6.2,Fair,3,Bachelor,Poor,2,No,76.0,High,3.5,High (4-6h),6-7h
S1484,21,Female,1.9,1.2,0.9,No,85.3,5.1,Fair,2,Bachelor,Good,7,Yes,56.9,Low,2.1,Low (<2h),5-6h
S1485,22,Female,4.1,1.6,0.6,No,73.1,5.5,Fair,5,High School,Good,1,No,77.5,High,2.2,High (4-6h),5-6h
S1486,19,Female,3.2,2.1,2.1,No,94.3,8.1,Fair,0,Unknown,Good,3,No,69.4,Average,4.2,Moderate (2-4h),>8h
S1487,20,Male,5.0,0.8,2.0,No,84.1,6.7,Fair,6,Bachelor,Average,6,Yes,94.6,Excellent,2.8,High (4-6h),6-7h
S1488,17,Male,5.3,2.5,2.7,Yes,83.2,5.8,Good,3,Bachelor,Average,6,Yes,93.4,Excellent,5.2,High (4-6h),5-6h
S1489,21,Female,7.4,3.6,1.3,No,91.6,7.1,Good,3,High School,Good,6,Yes,100.0,Excellent,4.9,Intense (>6h),7-8h
S1490,24,Female,4.4,1.4,2.2,No,94.6,5.5,Good,3,Master,Good,2,Yes,63.6,Average,3.6,High (4-6h),5-6h
S1491,21,Female,4.0,4.3,2.4,No,84.8,8.3,Good,0,High School,Good,2,No,53.0,Low,6.699999999999999,Moderate (2-4h),>8h
S1492,17,Male,3.8,3.1,2.3,No,77.3,8.1,Good,2,High School,Good,6,No,67.8,Average,5.4,Moderate (2-4h),>8h
S1493,22,Female,3.0,3.7,0.9,No,67.3,5.9,Poor,5,Bachelor,Average,10,No,73.9,Average,4.6000000000000005,Moderate (2-4h),5-6h
S1494,21,Male,4.0,1.7,2.0,No,78.1,5.7,Fair,3,High School,Good,5,No,66.5,Average,3.7,Moderate (2-4h),5-6h
S1495,23,Male,3.1,3.5,2.2,No,78.8,3.4,Fair,0,Master,Good,7,No,49.9,Low,5.7,Moderate (2-4h),<5h
S1496,19,Female,3.8,1.2,1.8,No,86.1,4.7,Good,6,High School,Average,7,No,73.9,Average,3.0,Moderate (2-4h),<5h
S1497,20,Male,5.5,3.6,0.0,No,81.5,4.9,Fair,1,Unknown,Average,5,No,80.3,High,3.6,High (4-6h),<5h
S1498,17,Female,2.0,2.7,2.0,No,91.9,6.7,Good,6,High School,Average,8,No,71.7,Average,4.7,Low (<2h),6-7h
S1499,20,Male,5.2,3.2,4.2,Yes,78.9,6.1,Poor,0,Bachelor,Poor,10,No,83.3,High,7.4,High (4-6h),6-7h
S1500,23,Male,5.5,1.1,1.4,No,84.4,4.9,Fair,0,Bachelor,Good,6,No,84.5,High,2.5,High (4-6h),<5h
S1501,21,Female,3.3,1.4,1.0,No,96.8,6.2,Good,0,Bachelor,Poor,5,No,74.9,Average,2.4,Moderate (2-4h),6-7h
S1502,21,Female,0.3,3.2,2.2,No,88.4,7.1,Poor,3,Unknown,Average,4,Yes,34.0,Very Low,5.4,Low (<2h),7-8h
S1503,24,Female,2.6,1.4,2.1,Yes,84.4,7.1,Fair,0,High School,Average,7,No,63.0,Average,3.5,Moderate (2-4h),7-8h
S1504,23,Female,5.4,3.1,3.1,No,79.0,4.2,Fair,1,Bachelor,Good,4,No,77.9,High,6.2,High (4-6h),<5h
S1505,17,Female,3.5,0.9,0.4,No,78.7,6.3,Fair,3,Unknown,Average,5,Yes,72.9,Average,1.3,Moderate (2-4h),6-7h
S1506,24,Female,2.0,3.5,2.6,No,76.5,4.8,Good,6,Master,Good,5,No,53.2,Low,6.1,Low (<2h),<5h
S1507,19,Female,2.7,1.0,2.4,No,79.6,7.6,Fair,1,Unknown,Poor,1,No,57.3,Low,3.4,Moderate (2-4h),7-8h
S1508,24,Male,4.8,3.2,1.6,No,92.6,7.4,Fair,4,Bachelor,Poor,1,Yes,76.6,High,4.800000000000001,High (4-6h),7-8h
S1509,18,Female,4.3,3.3,2.2,No,82.8,5.4,Poor,6,High School,Average,3,No,64.6,Average,5.5,High (4-6h),5-6h
S1510,17,Male,3.1,1.7,2.9,Yes,71.5,5.6,Good,0,Bachelor,Average,3,Yes,51.1,Low,4.6,Moderate (2-4h),5-6h
S1511,18,Other,2.9,3.2,2.8,No,100.0,5.9,Fair,5,High School,Average,2,No,63.0,Average,6.0,Moderate (2-4h),5-6h
S1512,23,Female,2.9,2.8,0.5,No,88.2,3.8,Good,5,Unknown,Poor,2,Yes,61.6,Average,3.3,Moderate (2-4h),<5h
S1513,22,Male,2.1,1.9,2.7,Yes,70.9,6.9,Good,3,High School,Good,6,No,62.5,Average,4.6,Moderate (2-4h),6-7h
S1514,18,Female,5.9,1.3,1.7,No,80.6,6.2,Fair,5,High School,Good,1,Yes,87.1,High,3.0,High (4-6h),6-7h
S1515,19,Female,3.0,0.1,1.9,No,86.1,7.7,Good,6,High School,Poor,6,Yes,82.5,High,2.0,Moderate (2-4h),7-8h
S1516,24,Male,5.3,2.9,1.9,No,100.0,5.2,Good,3,Bachelor,Poor,5,Yes,80.9,High,4.8,High (4-6h),5-6h
S1517,22,Female,5.8,0.6,1.6,No,73.9,5.8,Fair,6,Bachelor,Good,6,No,100.0,Excellent,2.2,High (4-6h),5-6h
S1518,24,Female,5.0,2.6,3.1,No,94.8,4.7,Poor,0,Bachelor,Good,5,No,79.6,High,5.7,High (4-6h),<5h
S1519,18,Male,2.9,2.2,1.7,Yes,99.0,5.3,Good,2,Bachelor,Average,7,No,71.2,Average,3.9000000000000004,Moderate (2-4h),5-6h
S1520,24,Female,4.1,3.3,0.6,Yes,78.7,5.1,Good,2,Bachelor,Good,1,No,62.7,Average,3.9,High (4-6h),5-6h
S1521,23,Male,3.5,2.1,1.4,No,82.2,7.7,Fair,1,High School,Good,3,No,64.2,Average,3.5,Moderate (2-4h),7-8h
S1522,22,Female,2.1,2.1,2.0,No,74.6,5.7,Fair,0,High School,Good,6,Yes,44.1,Low,4.1,Moderate (2-4h),5-6h
S1523,23,Other,4.0,3.4,3.2,No,83.0,6.6,Good,5,High School,Average,1,No,61.7,Average,6.6,Moderate (2-4h),6-7h
S1524,18,Female,1.7,2.9,2.5,No,84.6,6.0,Good,0,Bachelor,Average,7,Yes,39.9,Very Low,5.4,Low (<2h),5-6h
S1525,23,Male,5.3,2.9,0.9,No,91.6,5.0,Good,4,High School,Poor,4,No,84.1,High,3.8,High (4-6h),<5h
S1526,19,Female,2.8,3.1,4.5,No,95.9,6.3,Fair,2,Unknown,Good,3,No,40.7,Low,7.6,Moderate (2-4h),6-7h
S1527,18,Female,3.8,0.7,2.1,No,77.5,7.2,Good,5,Bachelor,Good,10,No,81.8,High,2.8,Moderate (2-4h),7-8h
S1528,18,Male,3.9,3.4,3.2,No,65.3,5.1,Fair,6,High School,Average,9,Yes,77.0,High,6.6,Moderate (2-4h),5-6h
S1529,18,Female,3.1,3.2,1.6,No,84.8,7.5,Fair,6,Master,Good,1,No,65.7,Average,4.800000000000001,Moderate (2-4h),7-8h
S1530,17,Male,4.4,1.3,2.4,No,87.9,5.5,Good,2,Master,Good,8,Yes,80.9,High,3.7,High (4-6h),5-6h
S1531,24,Female,2.8,2.2,2.7,No,87.5,5.9,Good,0,Unknown,Good,1,Yes,47.4,Low,4.9,Moderate (2-4h),5-6h
S1532,17,Male,4.8,2.5,3.1,Yes,81.7,7.1,Fair,5,High School,Good,5,Yes,83.0,High,5.6,High (4-6h),7-8h
S1533,17,Male,1.5,2.3,3.0,No,86.2,5.7,Fair,1,High School,Good,10,No,54.2,Low,5.3,Low (<2h),5-6h
S1534,19,Male,3.7,2.9,2.8,No,100.0,6.5,Good,6,Bachelor,Average,8,No,82.5,High,5.699999999999999,Moderate (2-4h),6-7h
S1535,22,Female,6.4,4.2,1.5,Yes,88.8,6.1,Fair,0,High School,Good,6,No,85.0,High,5.7,Intense (>6h),6-7h
S1536,24,Male,2.0,3.8,1.2,No,81.3,6.7,Good,1,Bachelor,Good,7,Yes,40.4,Low,5.0,Low (<2h),6-7h
S1537,23,Female,2.5,0.9,2.2,Yes,80.0,3.6,Good,5,Bachelor,Average,8,No,58.9,Low,3.1,Moderate (2-4h),<5h
S1538,21,Male,4.3,3.2,2.8,No,83.3,4.3,Poor,2,High School,Poor,6,No,67.5,Average,6.0,High (4-6h),<5h
S1539,18,Male,3.8,4.1,1.6,No,100.0,7.2,Good,4,Unknown,Good,6,Yes,81.0,High,5.699999999999999,Moderate (2-4h),7-8h
S1540,23,Female,4.0,3.0,3.0,No,83.2,7.7,Good,3,Bachelor,Average,6,Yes,74.7,Average,6.0,Moderate (2-4h),7-8h
S1541,18,Female,4.2,3.8,3.4,Yes,84.8,5.4,Good,2,High School,Good,5,No,67.4,Average,7.199999999999999,High (4-6h),5-6h
S1542,19,Male,4.5,4.9,0.8,No,80.2,6.2,Good,1,Bachelor,Poor,8,No,72.2,Average,5.7,High (4-6h),6-7h
S1543,18,Female,5.2,3.7,0.9,No,96.0,6.9,Good,0,High School,Poor,2,No,77.1,High,4.6000000000000005,High (4-6h),6-7h
S1544,17,Female,4.1,2.8,1.6,No,100.0,7.3,Poor,6,Bachelor,Average,7,No,87.9,High,4.4,High (4-6h),7-8h
S1545,24,Female,3.1,3.8,2.1,No,89.5,4.1,Fair,5,Master,Average,4,Yes,54.1,Low,5.9,Moderate (2-4h),<5h
S1546,21,Male,4.5,2.7,1.2,Yes,85.8,5.4,Good,2,Master,Good,1,Yes,62.9,Average,3.9000000000000004,High (4-6h),5-6h
S1547,20,Male,6.3,2.5,3.3,No,85.4,6.1,Fair,6,High School,Good,5,No,95.6,Excellent,5.8,Intense (>6h),6-7h
S1548,18,Female,3.3,2.1,2.3,No,61.2,7.3,Poor,6,High School,Poor,3,No,67.1,Average,4.4,Moderate (2-4h),7-8h
S1549,23,Male,2.0,4.4,1.8,No,92.5,9.5,Good,4,Bachelor,Average,4,No,51.5,Low,6.2,Low (<2h),>8h
S1550,17,Female,5.2,1.5,0.2,Yes,86.3,6.2,Good,5,High School,Average,7,No,97.9,Excellent,1.7,High (4-6h),6-7h
S1551,20,Female,3.3,4.3,0.4,Yes,89.3,4.8,Poor,1,High School,Average,5,No,67.0,Average,4.7,Moderate (2-4h),<5h
S1552,21,Female,0.2,3.1,2.1,Yes,77.9,7.0,Good,5,Master,Good,4,Yes,31.5,Very Low,5.2,Low (<2h),6-7h
S1553,20,Female,4.8,0.8,0.0,No,81.2,8.1,Good,5,High School,Average,1,No,88.0,High,0.8,High (4-6h),>8h
S1554,17,Other,2.7,2.9,2.9,No,80.9,6.6,Fair,0,Unknown,Poor,6,No,53.4,Low,5.8,Moderate (2-4h),6-7h
S1555,24,Male,3.4,0.0,1.6,No,95.2,5.4,Good,3,Unknown,Average,10,Yes,83.4,High,1.6,Moderate (2-4h),5-6h
S1556,24,Female,4.0,3.3,5.4,No,81.2,7.6,Fair,6,Bachelor,Poor,6,No,79.0,High,8.7,Moderate (2-4h),7-8h
S1557,22,Male,3.8,3.6,4.3,No,100.0,7.3,Poor,1,Bachelor,Poor,7,Yes,69.9,Average,7.9,Moderate (2-4h),7-8h
S1558,24,Male,4.6,1.8,1.6,No,89.3,5.3,Fair,0,High School,Average,1,Yes,60.1,Average,3.4000000000000004,High (4-6h),5-6h
